Lang,Key,Value,Reference,Page
Dutch,12pl_s,wij,,
Dutch,1du_a,wij,,
Dutch,1du_o,ons,,
Dutch,1du_p,ons,,
Dutch,1du_s,wij,,
Dutch,1pl_a,wij,,
Dutch,1pl_o,ons,,
Dutch,1pl_p,ons,,
Dutch,1pl_s,wij,,
Dutch,1sg_a,ik,,
Dutch,1sg_o,mij,,
Dutch,1sg_p,mijn,,
Dutch,1sg_s,ik,,
Dutch,2du_a,u,,
Dutch,2du_o,u,,
Dutch,2du_p,uw,,
Dutch,2du_s,u,,
Dutch,2pl_a,u,,
Dutch,2pl_o,u,,
Dutch,2pl_p,uw,,
Dutch,2pl_s,u,,
Dutch,2sg_a,u,,
Dutch,2sg_o,u,,
Dutch,2sg_p,uw,,
Dutch,2sg_s,u,,
Dutch,3d_a,zij,,
Dutch,3d_o,hun,,
Dutch,3d_p,hun,,
Dutch,3d_s,zij,,
Dutch,3p_a,zij,,
Dutch,3p_o,hun,,
Dutch,3p_p,hun,,
Dutch,3p_s,zij,,
Dutch,3sg_m_a,hij,,
Dutch,3sg_m_o,hem,,
Dutch,3sg_m_p,zijn,,
Dutch,3sg_m_s,hij,,
Dutch,3sg_n_a,zij,,
Dutch,3sg_n_o,haar,,
Dutch,3sg_n_p,haar,,
Dutch,3sg_n_s,zij,,
Ende,12du_a,yibi,"Evans, Nick. 2014. Field notes.",
Ende,12du_o,yibim,,
Ende,12du_p,yiba,,
Ende,12du_s,yibi,,
Ende,12pl_a,yibi,,
Ende,12pl_o,yibim,,
Ende,12pl_p,yiba,,
Ende,12pl_s,yibi,,
Ende,1du_a,ngmi,,
Ende,1du_o,ngmim,,
Ende,1du_p,ngma,,
Ende,1du_s,ngmi,,
Ende,1pl_a,ngmi,,
Ende,1pl_o,ngmim,,
Ende,1pl_p,ngma,,
Ende,1pl_s,ngmi,,
Ende,1sg_a,ngn,,
Ende,1sg_o,ngnm,,
Ende,1sg_p,ngmo,,
Ende,1sg_s,ngn,,
Ende,2du_a,bibi,,
Ende,2du_o,bibim,,
Ende,2du_p,bina,,
Ende,2du_s,bibi,,
Ende,2pl_a,bibi,,
Ende,2pl_o,bibim,,
Ende,2pl_p,bina,,
Ende,2pl_s,bibi,,
Ende,2sg_a,bongo,,
Ende,2sg_o,bam,,
Ende,2sg_p,bne,,
Ende,2sg_s,bongo,,
Ende,3d_a,ubi,,
Ende,3d_o,ubim,,
Ende,3d_p,oba,,
Ende,3d_s,ubi,,
Ende,3p_a,ubi,,
Ende,3p_o,ubim,,
Ende,3p_p,oba,,
Ende,3p_s,ubi,,
Ende,3sg_m_a,bogo,,
Ende,3sg_m_o,obom,,
Ende,3sg_m_p,obo,,
Ende,3sg_m_s,bogo,,
Ende,3sg_n_a,bogo,,
Ende,3sg_n_o,obom,,
Ende,3sg_n_p,oba,,
Ende,3sg_n_s,bogo,,
English,12du_a,we,"Evans, N (2014) personal communication",
English,12du_o,us,,
English,12du_p,our,,
English,12du_s,we,,
English,12pl_a,we,,
English,12pl_o,us,,
English,12pl_p,our,,
English,12pl_s,we,,
English,1du_a,we,,
English,1du_o,us,,
English,1du_p,our,,
English,1du_s,we,,
English,1pl_a,we,,
English,1pl_o,us,,
English,1pl_p,our,,
English,1pl_s,we,,
English,1sg_a,I,,
English,1sg_o,me,,
English,1sg_p,my,,
English,1sg_s,I,,
English,2du_a,you,,
English,2du_o,you,,
English,2du_p,your,,
English,2du_s,you,,
English,2pl_a,you,,
English,2pl_o,you,,
English,2pl_p,your,,
English,2pl_s,you,,
English,2sg_a,you,,
English,2sg_o,you,,
English,2sg_p,your,,
English,2sg_s,you,,
English,3d_a,they,,
English,3d_o,them,,
English,3d_p,their,,
English,3d_s,they,,
English,3p_a,they,,
English,3p_o,them,,
English,3p_p,their,,
English,3p_s,they,,
English,3sg_m_a,he,,
English,3sg_m_o,him,,
English,3sg_m_p,his,,
English,3sg_m_s,he,,
English,3sg_n_a,she,,
English,3sg_n_o,her,,
English,3sg_n_p,her,,
English,3sg_n_s,she,,
French,12du_a,on,"Batchelor, R. E. & M. Chebli-Saadi. 2011. A Reference Grammar of French. Cambridge: Cambridge University Press. 800pp.",
French,12du_o,nous,,
French,12du_p,notre,,
French,12du_s,on,,
French,12pl_a,on,,
French,12pl_o,nous,,
French,12pl_p,notre,,
French,12pl_s,on,,
French,1du_a,on,,
French,1du_o,nous,,
French,1du_p,notre,,
French,1du_s,on,,
French,1pl_a,on,,
French,1pl_o,nous,,
French,1pl_p,notre,,
French,1pl_s,on,,
French,1sg_a,je,,
French,1sg_o,me,,
French,1sg_p,mon,,
French,1sg_s,je,,
French,2du_a,vous,,
French,2du_o,vous,,
French,2du_p,votre,,
French,2du_s,vous,,
French,2pl_a,vous,,
French,2pl_o,vous,,
French,2pl_p,votre,,
French,2pl_s,vous,,
French,2sg_a,vous,,
French,2sg_o,vous,,
French,2sg_p,ton,,
French,2sg_s,vous,,
French,3d_a,ils,,
French,3d_o,les,,
French,3d_p,leur,,
French,3d_s,ils,,
French,3p_a,ils,,
French,3p_o,les,,
French,3p_p,leur,,
French,3p_s,ils,,
French,3sg_m_a,il,,
French,3sg_m_o,le,,
French,3sg_m_p,son,,
French,3sg_m_s,il,,
French,3sg_n_a,elle,,
French,3sg_n_o,la,,
French,3sg_n_p,son,,
French,3sg_n_s,elle,,
Ganggalida,12du_a,ngakura,"Keen, Sandra L. 1972. A description of the Yukulta language - an Australian Aboriginal language of north-west Queensland. Monash University MA thesis. (298pp.)",
Ganggalida,12du_o,ngakuruwanci,,
Ganggalida,12du_p,ngakuruwanta,,
Ganggalida,12du_s,ngakura,,
Ganggalida,12pl_a,ngakulta,,
Ganggalida,12pl_o,ngakuluwanci,,
Ganggalida,12pl_p,ngakuluwanta,,
Ganggalida,12pl_s,ngakulta,,
Ganggalida,1du_a,ngara,,
Ganggalida,1du_o,ngarawanci,,
Ganggalida,1du_p,ngarawanta,,
Ganggalida,1du_s,ngara,,
Ganggalida,1pl_a,ngalta,,
Ganggalida,1pl_o,ngalawanci,,
Ganggalida,1pl_p,ngalawanta,,
Ganggalida,1pl_s,ngalta,,
Ganggalida,1sg_a,ngata,,
Ganggalida,1sg_o,ngata,,
Ganggalida,1sg_p,ngicinta,,
Ganggalida,1sg_s,ngata,,
Ganggalida,2du_a,kira,,
Ganggalida,2du_o,kirwanci,,
Ganggalida,2du_p,kirwanta,,
Ganggalida,2du_s,kira,,
Ganggalida,2pl_a,kilta,,
Ganggalida,2pl_o,kilwanci,,
Ganggalida,2pl_p,kilwanta,,
Ganggalida,2pl_s,kilta,,
Ganggalida,2sg_a,nhingka,,
Ganggalida,2sg_o,nhingka,,
Ganggalida,2sg_p,ngumpanta,,
Ganggalida,2sg_s,nhingka,,
Ganggalida,3d_a,pira,,
Ganggalida,3d_o,pirwanci,,
Ganggalida,3d_p,pirwanta,,
Ganggalida,3d_s,pira,,
Ganggalida,3p_a,pilta,,
Ganggalida,3p_o,pilwanci,,
Ganggalida,3p_p,pilwanta,,
Ganggalida,3p_s,pilta,,
Ganggalida,3sg_m_a,niya,,
Ganggalida,3sg_m_o,niya,,
Ganggalida,3sg_m_p,niwanta,,
Ganggalida,3sg_m_s,niya,,
Ganggalida,3sg_n_a,niya,,
Ganggalida,3sg_n_o,niya,,
Ganggalida,3sg_n_p,niwanta,,
Ganggalida,3sg_n_s,niya,,
German,12du_a,vir,"Evans, Nick. No year. Personal communication 1",
German,12du_o,uns,,
German,12du_p,unzer,,
German,12du_s,vir,,
German,12pl_a,vir,,
German,12pl_o,uns,,
German,12pl_p,unzer,,
German,12pl_s,vir,,
German,1du_a,vir,,
German,1du_o,uns,,
German,1du_p,unzer,,
German,1du_s,vir,,
German,1pl_a,vir,,
German,1pl_o,uns,,
German,1pl_p,unzer,,
German,1pl_s,vir,,
German,1sg_a,ich,,
German,1sg_o,mich,,
German,1sg_p,mein,,
German,1sg_s,ich,,
German,2du_a,ihr,,
German,2du_o,euch,,
German,2du_p,ojer,,
German,2du_s,ihr,,
German,2pl_a,ihr,,
German,2pl_o,euch,,
German,2pl_p,ojer,,
German,2pl_s,ihr,,
German,2sg_a,du,,
German,2sg_o,dich,,
German,2sg_p,dein,,
German,2sg_s,du,,
German,3d_a,sie,,
German,3d_o,sie,,
German,3d_p,ihr,,
German,3d_s,sie,,
German,3p_a,sie,,
German,3p_o,sie,,
German,3p_p,ihr,,
German,3p_s,sie,,
German,3sg_m_a,er,,
German,3sg_m_o,ihn,,
German,3sg_m_p,zajn,,
German,3sg_m_s,er,,
German,3sg_n_a,sie,,
German,3sg_n_o,sie,,
German,3sg_n_p,ihr,,
German,3sg_n_s,sie,,
Gogodala,12du_a,se,"Hays, Terence E. 1991. Gogodala. In Terence E. Hays (ed.), Oceania, 82-85. Boston: G. K. Hall.",
Gogodala,12du_o,se,,
Gogodala,12du_p,sepe,,
Gogodala,12du_s,se,,
Gogodala,12pl_a,se,,
Gogodala,12pl_o,se,,
Gogodala,12pl_p,sepe,,
Gogodala,12pl_s,se,,
Gogodala,1du_a,se,,
Gogodala,1du_o,se,,
Gogodala,1du_p,sepe,,
Gogodala,1du_s,se,,
Gogodala,1pl_a,se,,
Gogodala,1pl_o,se,,
Gogodala,1pl_p,sepe,,
Gogodala,1pl_s,se,,
Gogodala,1sg_a,ne,,
Gogodala,1sg_o,ne,,
Gogodala,1sg_p,nepe,,
Gogodala,1sg_s,ne,,
Gogodala,2du_a,de,,
Gogodala,2du_o,de,,
Gogodala,2du_p,depe,,
Gogodala,2du_s,de,,
Gogodala,2pl_a,de,,
Gogodala,2pl_o,de,,
Gogodala,2pl_p,depe,,
Gogodala,2pl_s,de,,
Gogodala,2sg_a,e,,
Gogodala,2sg_o,e,,
Gogodala,2sg_p,epe,,
Gogodala,2sg_s,e,,
Gogodala,3d_a,ubi,,
Gogodala,3d_o,ubi,,
Gogodala,3d_p,ubumnu,,
Gogodala,3d_s,ubi,,
Gogodala,3p_a,ubi,,
Gogodala,3p_o,ubi,,
Gogodala,3p_p,ubumnu,,
Gogodala,3p_s,ubi,,
Gogodala,3sg_m_a,oba,,
Gogodala,3sg_m_o,oba,,
Gogodala,3sg_m_p,obape,,
Gogodala,3sg_m_s,oba,,
Gogodala,3sg_n_a,oba,,
Gogodala,3sg_n_o,oba,,
Gogodala,3sg_n_p,obape,,
Gogodala,3sg_n_s,oba,,
Gujarati,12du_a,apern,"Cardona, George. 1965. A Gujarati reference grammar. Philadelphia: University of Pennsylvania Press. 188pp.",
Gujarati,12du_o,aperne,,
Gujarati,12du_p,aperno,,
Gujarati,12du_s,apern,,
Gujarati,12pl_a,apern,,
Gujarati,12pl_o,aperne,,
Gujarati,12pl_p,aperno,,
Gujarati,12pl_s,apern,,
Gujarati,1du_a,eme,,
Gujarati,1du_o,emne,,
Gujarati,1du_p,emaro,,
Gujarati,1du_s,eme,,
Gujarati,1pl_a,eme,,
Gujarati,1pl_o,emne,,
Gujarati,1pl_p,emaro,,
Gujarati,1pl_s,eme,,
Gujarati,1sg_a,hu,,
Gujarati,1sg_o,mane,,
Gujarati,1sg_p,maro,,
Gujarati,1sg_s,hu,,
Gujarati,2du_a,teme,,
Gujarati,2du_o,temne,,
Gujarati,2du_p,temaro,,
Gujarati,2du_s,teme,,
Gujarati,2pl_a,teme,,
Gujarati,2pl_o,temne,,
Gujarati,2pl_p,temaro,,
Gujarati,2pl_s,teme,,
Gujarati,2sg_a,tu,,
Gujarati,2sg_o,tene,,
Gujarati,2sg_p,taro,,
Gujarati,2sg_s,tu,,
Gujarati,3d_a,teo,,
Gujarati,3d_o,temne,,
Gujarati,3d_p,temno,,
Gujarati,3d_s,teo,,
Gujarati,3p_a,teo,,
Gujarati,3p_o,temne,,
Gujarati,3p_p,temno,,
Gujarati,3p_s,teo,,
Gujarati,3sg_m_a,te,,
Gujarati,3sg_m_o,tene,,
Gujarati,3sg_m_p,teno,,
Gujarati,3sg_m_s,te,,
Gujarati,3sg_n_a,te,,
Gujarati,3sg_n_o,tene,,
Gujarati,3sg_n_p,teno,,
Gujarati,3sg_n_s,te,,
GuuguYimidhirr,12du_a,ngali,"Haviland, John. 1979. Guugu Yimidhir. In Handbook of Australian Languages. Dixon, R.M.W. & Blake, B. (eds.) John Benjamins: Amsterdam.",p66
GuuguYimidhirr,12du_o,ngaliin,,
GuuguYimidhirr,12du_p,ngaliin,,
GuuguYimidhirr,12du_s,ngali,,
GuuguYimidhirr,12pl_a,ngana,,
GuuguYimidhirr,12pl_o,nganagan,,
GuuguYimidhirr,12pl_p,nganagan,,
GuuguYimidhirr,12pl_s,ngana,,
GuuguYimidhirr,1du_a,ngaliinh,,
GuuguYimidhirr,1du_o,ngalinhun,,
GuuguYimidhirr,1du_p,ngalinhun,,
GuuguYimidhirr,1du_s,ngaliinh,,
GuuguYimidhirr,1pl_a,ngana,,
GuuguYimidhirr,1pl_o,nganagan,,
GuuguYimidhirr,1pl_p,nganagan,,
GuuguYimidhirr,1pl_s,ngana,,
GuuguYimidhirr,1sg_a,ngayu,,
GuuguYimidhirr,1sg_o,nganhi,,
GuuguYimidhirr,1sg_p,ngadhu,,
GuuguYimidhirr,1sg_s,ngayu,,
GuuguYimidhirr,2du_a,yubaal,,
GuuguYimidhirr,2du_o,yubalin,,
GuuguYimidhirr,2du_p,yubalin,,
GuuguYimidhirr,2du_s,yubaal,,
GuuguYimidhirr,2pl_a,yurra,,
GuuguYimidhirr,2pl_o,yurraan,,
GuuguYimidhirr,2pl_p,yurraan,,
GuuguYimidhirr,2pl_s,yurra,,
GuuguYimidhirr,2sg_a,nyundu,,
GuuguYimidhirr,2sg_o,nhina,,
GuuguYimidhirr,2sg_p,nhanu,,
GuuguYimidhirr,2sg_s,nyundu,,
GuuguYimidhirr,3d_a,bula,,
GuuguYimidhirr,3d_o,bulaan,,
GuuguYimidhirr,3d_p,bulaan,,
GuuguYimidhirr,3d_s,bula,,
GuuguYimidhirr,3p_a,dhana,,
GuuguYimidhirr,3p_o,dhanaan,,
GuuguYimidhirr,3p_p,dhanaan,,
GuuguYimidhirr,3p_s,dhana,,
GuuguYimidhirr,3sg_m_a,nyulu,,
GuuguYimidhirr,3sg_m_o,nhinhaan,,
GuuguYimidhirr,3sg_m_p,nhangu,,
GuuguYimidhirr,3sg_m_s,nyulu,,
GuuguYimidhirr,3sg_n_a,nyulu,,
GuuguYimidhirr,3sg_n_o,nhinhaan,,
GuuguYimidhirr,3sg_n_p,nhangu,,
GuuguYimidhirr,3sg_n_s,nyulu,,
Hindi,12du_a,ham,"Hyslop, G. 2014. Personal communication.",
Hindi,12du_o,ham,,
Hindi,12du_p,hamare,,
Hindi,12du_s,ham,,
Hindi,12pl_a,ham,,
Hindi,12pl_o,ham,,
Hindi,12pl_p,hamare,,
Hindi,12pl_s,ham,,
Hindi,1du_a,ham,,
Hindi,1du_o,ham,,
Hindi,1du_p,hamare,,
Hindi,1du_s,ham,,
Hindi,1pl_a,ham,,
Hindi,1pl_o,ham,,
Hindi,1pl_p,hamare,,
Hindi,1pl_s,ham,,
Hindi,1sg_a,main,,
Hindi,1sg_o,mujhe,,
Hindi,1sg_p,mera,,
Hindi,1sg_s,main,,
Hindi,2du_a,aap,,
Hindi,2du_o,aap,,
Hindi,2du_p,aapaka,,
Hindi,2du_s,aap,,
Hindi,2pl_a,aap,,
Hindi,2pl_o,aap,,
Hindi,2pl_p,aapaka,,
Hindi,2pl_s,aap,,
Hindi,2sg_a,aap,,
Hindi,2sg_o,aap,,
Hindi,2sg_p,aapaka,,
Hindi,2sg_s,aap,,
Hindi,3d_a,ve,,
Hindi,3d_o,unako,,
Hindi,3d_p,unake,,
Hindi,3d_s,ve,,
Hindi,3p_a,ve,,
Hindi,3p_o,unako,,
Hindi,3p_p,unake,,
Hindi,3p_s,ve,,
Hindi,3sg_m_a,vah,,
Hindi,3sg_m_o,use,,
Hindi,3sg_m_p,usaki,,
Hindi,3sg_m_s,vah,,
Hindi,3sg_n_a,vah,,
Hindi,3sg_n_o,usaki,,
Hindi,3sg_n_p,usake,,
Hindi,3sg_n_s,vah,,
Idi,12du_a,ybi,"Tama, Phillip. 2013. Personal communication.",
Idi,12du_o,ybim,,
Idi,12du_p,yba,,
Idi,12du_s,ybi,,
Idi,12pl_a,ybi,,
Idi,12pl_o,ybim,,
Idi,12pl_p,yba,,
Idi,12pl_s,ybi,,
Idi,1du_a,bi,,
Idi,1du_o,bim,,
Idi,1du_p,ba,,
Idi,1du_s,bi,,
Idi,1pl_a,bi,,
Idi,1pl_o,bim,,
Idi,1pl_p,ba,,
Idi,1pl_s,bi,,
Idi,1sg_a,ngn,,
Idi,1sg_o,bom,,
Idi,1sg_p,bo,,
Idi,1sg_s,ngn,,
Idi,2du_a,be,,
Idi,2du_o,bibim,,
Idi,2du_p,biina,,
Idi,2du_s,be,,
Idi,2pl_a,be,,
Idi,2pl_o,bibim,,
Idi,2pl_p,biina,,
Idi,2pl_s,be,,
Idi,2sg_a,be,,
Idi,2sg_o,babom,,
Idi,2sg_p,biina,,
Idi,2sg_s,be,,
Idi,3d_a,bo,,
Idi,3d_o,ubim,,
Idi,3d_p,oba,,
Idi,3d_s,bo,,
Idi,3p_a,bo,,
Idi,3p_o,ubim,,
Idi,3p_p,oba,,
Idi,3p_s,bo,,
Idi,3sg_m_a,bo,,
Idi,3sg_m_o,obom,,
Idi,3sg_m_p,obo,,
Idi,3sg_m_s,bo,,
Idi,3sg_n_a,bo,,
Idi,3sg_n_o,obom,,
Idi,3sg_n_p,obo,,
Idi,3sg_n_s,bo,,
IslandKiwai,12du_a,nimoto,"Ray, Sidney H. 1907. A Grammar of the Kiwai Language, with Notes on the Mawata Dialect. In Sidney H. Ray (ed.), Linguistics (Reports of the Cambridge Anthropological Expedition to Torres Straits III). pp. 302-319. Cambridge: Cambridge University Press.",
IslandKiwai,12du_o,nimoto,,
IslandKiwai,12du_p,nimoto,,
IslandKiwai,12du_s,nimoto,,
IslandKiwai,12pl_a,nimo,,
IslandKiwai,12pl_o,nimo,,
IslandKiwai,12pl_p,nimo,,
IslandKiwai,12pl_s,nimo,,
IslandKiwai,1du_a,nimoto,,
IslandKiwai,1du_o,nimoto,,
IslandKiwai,1du_p,nimoto,,
IslandKiwai,1du_s,nimoto,,
IslandKiwai,1pl_a,nimo,,
IslandKiwai,1pl_o,nimo,,
IslandKiwai,1pl_p,nimo,,
IslandKiwai,1pl_s,nimo,,
IslandKiwai,1sg_a,mo,,
IslandKiwai,1sg_o,mo,,
IslandKiwai,1sg_p,mo,,
IslandKiwai,1sg_s,mo,,
IslandKiwai,2du_a,nigoto,,
IslandKiwai,2du_o,nigoto,,
IslandKiwai,2du_p,nigoto,,
IslandKiwai,2du_s,nigoto,,
IslandKiwai,2pl_a,nigo,,
IslandKiwai,2pl_o,nigo,,
IslandKiwai,2pl_p,nigo,,
IslandKiwai,2pl_s,nigo,,
IslandKiwai,2sg_a,ro,,
IslandKiwai,2sg_o,ro,,
IslandKiwai,2sg_p,ro,,
IslandKiwai,2sg_s,ro,,
IslandKiwai,3d_a,neito,,
IslandKiwai,3d_o,neito,,
IslandKiwai,3d_p,neito,,
IslandKiwai,3d_s,neito,,
IslandKiwai,3p_a,nei,,
IslandKiwai,3p_o,nei,,
IslandKiwai,3p_p,nei,,
IslandKiwai,3p_s,nei,,
IslandKiwai,3sg_m_a,nou,,
IslandKiwai,3sg_m_o,nou,,
IslandKiwai,3sg_m_p,nou,,
IslandKiwai,3sg_m_s,nou,,
IslandKiwai,3sg_n_a,nou,,
IslandKiwai,3sg_n_o,nou,,
IslandKiwai,3sg_n_p,nou,,
IslandKiwai,3sg_n_s,nou,,
Italian,12du_a,noi,"Evans, Nick. No year. Personal communication 2.",
Italian,12du_o,se,,
Italian,12du_p,nostro,,
Italian,12du_s,noi,,
Italian,12pl_a,noi,,
Italian,12pl_o,se,,
Italian,12pl_p,nostro,,
Italian,12pl_s,noi,,
Italian,1du_a,noi,,
Italian,1du_o,se,,
Italian,1du_p,nostro,,
Italian,1du_s,noi,,
Italian,1pl_a,noi,,
Italian,1pl_o,ci,,
Italian,1pl_p,nostro,,
Italian,1pl_s,noi,,
Italian,1sg_a,io,,
Italian,1sg_o,mi,,
Italian,1sg_p,mio,,
Italian,1sg_s,io,,
Italian,2du_a,voi,,
Italian,2du_o,voi,,
Italian,2du_p,vostro,,
Italian,2du_s,voi,,
Italian,2pl_a,voi,,
Italian,2pl_o,voi,,
Italian,2pl_p,vostro,,
Italian,2pl_s,voi,,
Italian,2sg_a,tu,,
Italian,2sg_o,te,,
Italian,2sg_p,tuo,,
Italian,2sg_s,tu,,
Italian,3d_a,loro,,
Italian,3d_o,loro,,
Italian,3d_p,loro,,
Italian,3d_s,loro,,
Italian,3p_a,loro,,
Italian,3p_o,loro,,
Italian,3p_p,loro,,
Italian,3p_s,loro,,
Italian,3sg_m_a,lui,,
Italian,3sg_m_o,lui,,
Italian,3sg_m_p,suo,,
Italian,3sg_m_s,lui,,
Italian,3sg_n_a,lei,,
Italian,3sg_n_o,lei,,
Italian,3sg_n_p,sua,,
Italian,3sg_n_s,lei,,
KalaLagawYa,12du_a,ngba,"Ford, Kevin and Dana Ober. 1991. A sketch of Kalaw Kawaw Ya. In S. Romaine (ed.), Language in Australia. pp. 118–142. Cambridge: Cambridge University Press.",
KalaLagawYa,12du_o,ngba,,
KalaLagawYa,12du_p,ngban,,
KalaLagawYa,12du_s,ngba,,
KalaLagawYa,12pl_a,ngalpa,,
KalaLagawYa,12pl_o,ngalpa,,
KalaLagawYa,12pl_p,ngalpan,,
KalaLagawYa,12pl_s,ngalpa,,
KalaLagawYa,1du_a,ngalbe,,
KalaLagawYa,1du_o,ngalbe,,
KalaLagawYa,1du_p,ngalben,,
KalaLagawYa,1du_s,ngalbe,,
KalaLagawYa,1pl_a,ngi,,
KalaLagawYa,1pl_o,ngi,,
KalaLagawYa,1pl_p,ngimun,,
KalaLagawYa,1pl_s,ngi,,
KalaLagawYa,1sg_a,ngatt,,
KalaLagawYa,1sg_o,ngna,,
KalaLagawYa,1sg_p,ngau,,
KalaLagawYa,1sg_s,ngai,,
KalaLagawYa,2du_a,ngipel,,
KalaLagawYa,2du_o,ngipel,,
KalaLagawYa,2du_p,ngipen,,
KalaLagawYa,2du_s,ngipel,,
KalaLagawYa,2pl_a,ngitta,,
KalaLagawYa,2pl_o,ngitta,,
KalaLagawYa,2pl_p,ngittamun,,
KalaLagawYa,2pl_s,ngitta,,
KalaLagawYa,2sg_a,ngidd,,
KalaLagawYa,2sg_o,ngin,,
KalaLagawYa,2sg_p,nginu,,
KalaLagawYa,2sg_s,ngi,,
KalaLagawYa,3d_a,palai,,
KalaLagawYa,3d_o,palai,,
KalaLagawYa,3d_p,palamun,,
KalaLagawYa,3d_s,palai,,
KalaLagawYa,3p_a,ttana,,
KalaLagawYa,3p_o,ttana,,
KalaLagawYa,3p_p,ttanamun,,
KalaLagawYa,3p_s,ttana,,
KalaLagawYa,3sg_m_a,nadd,,
KalaLagawYa,3sg_m_o,nan,,
KalaLagawYa,3sg_m_p,nanu,,
KalaLagawYa,3sg_m_s,na,,
KalaLagawYa,3sg_n_a,nuidd,,
KalaLagawYa,3sg_n_o,nuin,,
KalaLagawYa,3sg_n_p,nungu,,
KalaLagawYa,3sg_n_s,nui,,
KalawKawawYa,12du_a,ngeba,"Ford, Kevin and Dana Ober. 1991. A sketch of Kalaw Kawaw Ya. In S. Romaine (ed.), Language in Australia. pp. 118–142. Cambridge: Cambridge University Press.",
KalawKawawYa,12du_o,ngeba,,
KalawKawawYa,12du_p,ngeban,,
KalawKawawYa,12du_s,ngeba,,
KalawKawawYa,12pl_a,ngalpa,,
KalawKawawYa,12pl_o,ngalpa,,
KalawKawawYa,12pl_p,ngalpan,,
KalawKawawYa,12pl_s,ngalpa,,
KalawKawawYa,1du_a,ngalbe,,
KalawKawawYa,1du_o,ngalbe,,
KalawKawawYa,1du_p,ngalben,,
KalawKawawYa,1du_s,ngalbe,,
KalawKawawYa,1pl_a,ngei,,
KalawKawawYa,1pl_o,ngei,,
KalawKawawYa,1pl_p,ngei,,
KalawKawawYa,1pl_s,ngei,,
KalawKawawYa,1sg_a,ngat,,
KalawKawawYa,1sg_o,ngay,,
KalawKawawYa,1sg_p,ngaw,,
KalawKawawYa,1sg_s,ngena,,
KalawKawawYa,2du_a,nipel,,
KalawKawawYa,2du_o,nipel,,
KalawKawawYa,2du_p,nipen,,
KalawKawawYa,2du_s,nipel,,
KalawKawawYa,2pl_a,nita,,
KalawKawawYa,2pl_o,nita,,
KalawKawawYa,2pl_p,nitamun,,
KalawKawawYa,2pl_s,nita,,
KalawKawawYa,2sg_a,nid,,
KalawKawawYa,2sg_o,nin,,
KalawKawawYa,2sg_p,ninu,,
KalawKawawYa,2sg_s,ni,,
KalawKawawYa,3d_a,palay,,
KalawKawawYa,3d_o,palay,,
KalawKawawYa,3d_p,palaymun,,
KalawKawawYa,3d_s,palay,,
KalawKawawYa,3p_a,tana,,
KalawKawawYa,3p_o,tana,,
KalawKawawYa,3p_p,tanamun,,
KalawKawawYa,3p_s,tana,,
KalawKawawYa,3sg_m_a,nuyd,,
KalawKawawYa,3sg_m_o,nuy,,
KalawKawawYa,3sg_m_p,nungu,,
KalawKawawYa,3sg_m_s,nuyn,,
KalawKawawYa,3sg_n_a,nad,,
KalawKawawYa,3sg_n_o,na,,
KalawKawawYa,3sg_n_p,nanu,,
KalawKawawYa,3sg_n_s,nanu,,
Kalkutungu,12du_a,ngaliji,"Black, Barry J. A Kalkatungu grammar. Canberra: Department of Linguistics, Research School of Pacific Studies, Australian National University.",
Kalkutungu,12du_o,ngali,,
Kalkutungu,12du_p,ngali,,
Kalkutungu,12du_s,ngali,,
Kalkutungu,12pl_a,ngataji,,
Kalkutungu,12pl_o,ngata,,
Kalkutungu,12pl_p,ngataa,,
Kalkutungu,12pl_s,ngata,,
Kalkutungu,1du_a,ngaliji,,
Kalkutungu,1du_o,ngali,,
Kalkutungu,1du_p,ngali,,
Kalkutungu,1du_s,ngali,,
Kalkutungu,1pl_a,ngataji,,
Kalkutungu,1pl_o,ngata,,
Kalkutungu,1pl_p,ngataa,,
Kalkutungu,1pl_s,ngata,,
Kalkutungu,1sg_a,ngathu,,
Kalkutungu,1sg_o,ngai,,
Kalkutungu,1sg_p,ngaci,,
Kalkutungu,1sg_s,ngai,,
Kalkutungu,2du_a,mpajaji,,
Kalkutungu,2du_o,mpaja,,
Kalkutungu,2du_p,mpajaa,,
Kalkutungu,2du_s,mpaja,,
Kalkutungu,2pl_a,nutuju,,
Kalkutungu,2pl_o,nutu,,
Kalkutungu,2pl_p,nutuu,,
Kalkutungu,2pl_s,nutu,,
Kalkutungu,2sg_a,nyinti,,
Kalkutungu,2sg_o,nyini,,
Kalkutungu,2sg_p,nyunku,,
Kalkutungu,2sg_s,nyini,,
Kalkutungu,3d_a,pujuju,,
Kalkutungu,3d_o,puju,,
Kalkutungu,3d_p,pujuu,,
Kalkutungu,3d_s,puju,,
Kalkutungu,3p_a,thinaji,,
Kalkutungu,3p_o,thina,,
Kalkutungu,3p_p,thinaa,,
Kalkutungu,3p_s,thina,,
Kalkutungu,3sg_m_a,liji,,
Kalkutungu,3sg_m_o,laa,,
Kalkutungu,3sg_m_p,alaa,,
Kalkutungu,3sg_m_s,laa,,
Kalkutungu,3sg_n_a,liji,,
Kalkutungu,3sg_n_o,laa,,
Kalkutungu,3sg_n_p,alaa,,
Kalkutungu,3sg_n_s,laa,,
